"","claim","entity","name","X","year","dyad","claimdy","dispnum3","mid1","window5","window10","window20","claim1","outstanding.claim.5","outstanding.claim.10","outstanding.claim.20","X.1","loser","gainer","month","gaintype","procedur","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolent.agreement","arbadj2","arbadj0","rivnumb","rivalry","totdisp","rivtyp2","rivtypold","scale","rivals","conttype","cap1","cap2","caprat","polity1","polity2","joint.dem","DispNum3","DispNum41","StAbb1","ccode1","StDay1","StMon1","StYear1","EndDay1","EndMon1","EndYear1","SideA1","RevState1","RevType11","RevType21","Fatality1","FataPre1","HiAct1","HostLev1","Orig1","DispNum42","StAbb2","ccode2","SideA2","RevState2","RevType12","RevType22","Fatality2","FataPre2","HiAct2","HostLev2","Orig2","region","chal","tgt","begclaim","endclaim","resolved","endviol","icowsal","icowsalc","salchal","saltgt","saltan","salint","salintc","salintt","midsiss","midsfat","warsiss","existing.claim","new.claim.1","new.claim.5","new.claim.10","new.claim.20","cname","match","partial"
"46",154,145,"Antofagasta",16893,1884,145155,15401,NA,0,0,0,0,1,1,1,1,3011,145,155,4,1,1,1,50215,14000,0,1,1,0,0,265,0,1,4.01,0,0,0,0,10336,145155,5,"RIVALRY","PROTO",NA,1,1,0.0025022,0.0004334,5.77341947392709,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,145,1848,1884,7,1,9,3,4,5,6,4,1,2,5,1,1,1,0,0,0,0,"Antofagasta",1,1
"47",154,145,"Antofagasta",12424,1866,145155,15401,NA,0,0,0,1,1,1,1,1,2993,145,155,12,1,3,1,42896,NA,0,1,1,0,0,170,0,0,4.01,1,1,0,0,10336,145155,5,"RIVALRY","PROTO",NA,1,1,0.0016574,0.0004185,3.96033452807646,0,-7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,145,1848,1884,7,1,9,3,4,5,6,4,1,2,5,1,1,1,0,0,0,0,"Antofagasta",1,1
"48",154,155,"Tacna-Arica",28084,1929,135155,15404,NA,0,0,0,0,0,0,0,0,2075,155,135,6,1,3,1,8498,30000,0,1,1,0,0,557,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0015644,0.0029471,0.530826914594008,-9,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,135,155,1884,1929,13,0,10,3,5,5,6,4,2,2,3,2,0,1,0,0,0,0,"Antofagasta",0,0
"49",154,135,"Tacna-Arica",16640,1883,135155,15403,NA,0,0,0,0,1,1,1,1,2029,135,155,10,1,1,0,51480,20000,0,1,1,0,0,262,0,1,4.01,0,0,0,0,10302,135155,8,"RIVALRY","ENDURING",NA,1,1,0.0025644,0.0013604,1.88503381358424,3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,135,1879,1884,7,1,9,3,4,5,6,4,1,2,2,1,1,1,0,0,0,0,"Antofagasta",0,0
"50",156,160,"Los Andes",21370,1902,155160,15602,NA,0,1,1,1,1,1,1,1,3423,160,155,NA,1,3,1,27708,NA,0,1,1,0,0,394,0,0,4.01,1,1,0,0,356,155160,10,"RIVALRY","ENDURING",1,1,1,0.0030116,0.0048406,0.62215427839524,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,160,1896,1904,12,0,2,1,1,1,0,2,1,1,1,0,0,1,0,0,0,0,"Puna de Atacama",0,0
"51",156,155,"Los Andes",21371,1902,155160,15602,NA,0,1,1,1,1,1,1,1,3422,155,160,NA,1,3,1,20470,NA,0,1,1,0,0,395,0,0,4.01,1,1,0,0,356,155160,10,"RIVALRY","ENDURING",1,1,1,0.0048406,0.0030116,1.6073183689733,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,160,1896,1904,12,0,2,1,1,1,0,2,1,1,1,0,0,1,0,0,0,0,"Puna de Atacama",0,0
"52",158,160,"Chaco Central",15402,1878,150160,15801,NA,0,0,0,0,0,0,0,0,3201,160,150,NA,1,3,1,1,10,0,1,1,0,0,232,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0001378,0.0029395,0.0468787208708964,-4,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,160,150,1846,1878,12,0,6,2,3,3,2,4,2,2,1,1,1,1,0,0,0,0,"Chaco Central",1,1
"53",158,150,"Chaco Central",14409,1874,150160,15801,NA,0,0,0,0,1,1,1,1,3197,150,160,6,1,3,1,117000,NA,0,1,1,0,0,201,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0021266,NA,NA,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,160,150,1846,1878,12,0,6,2,3,3,2,4,2,2,1,1,1,1,0,0,0,0,"Chaco Central",1,1
"54",160,160,"Patagonia",16151,1881,155160,16001,NA,0,0,1,1,1,1,1,1,3400,160,155,NA,1,3,1,1,NA,0,1,1,0,0,254,0,0,4.01,1,1,0,0,356,155160,10,"RIVALRY","ENDURING",1,1,1,0.0023155,0.0032496,0.712549236829148,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,160,1841,1903,12,0,10,3,5,5,6,4,2,2,8,2,0,1,0,0,0,0,"Patagonia",1,1
"55",160,155,"Patagonia",16150,1881,155160,16001,NA,0,0,1,1,1,1,1,1,3401,155,160,NA,1,3,1,1,10,0,1,1,0,0,255,0,0,4.01,1,1,0,0,356,155160,10,"RIVALRY","ENDURING",1,1,1,0.0032496,0.0023155,1.40341179011013,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,160,1841,1903,12,0,10,3,5,5,6,4,2,2,8,2,0,1,0,0,0,0,"Patagonia",1,1
"56",204,433,"Ecrehos & Minquiers",21872,1904,200220,20401,NA,0,0,0,0,1,1,1,1,4214,200,220,4,0,3,0,1,NA,0,0,0,0,0,407,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,3,0.0702541,0.134843,0.521006652180684,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,200,1886,1953,12,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Ecrehos & Minquiers",1,1
"57",204,430,"Ecrehos & Minquiers",21874,1904,200220,20401,NA,0,0,0,0,1,1,1,1,4212,200,220,4,0,3,0,1,NA,0,0,0,0,0,408,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,3,0.0702541,0.134843,0.521006652180684,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,200,1886,1953,12,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Ecrehos & Minquiers",1,1
"58",204,430,"Ecrehos & Minquiers",20375,1898,200220,20401,77,0,0,0,0,1,1,1,1,4206,200,220,6,0,3,0,13000,NA,0,0,0,0,0,375,0,0,4.01,1,1,0,0,395,200220,5,"RIVALRY","PROTO",NA,1,3,0.0821318,0.1574313,0.52169930630059,8,7,1,77,NA,"UKG",200,18,9,1898,4,11,1898,1,1,1,NA,0,0,7,3,1,NA,"FRN",220,0,0,0,NA,0,0,7,3,1,2,220,200,1886,1953,12,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Ecrehos & Minquiers",1,1
"59",204,438,"Ecrehos & Minquiers",21873,1904,200220,20401,NA,0,0,0,0,1,1,1,1,4213,200,220,NA,0,3,0,16,NA,0,0,0,0,0,410,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,3,0.0702541,0.134843,0.521006652180684,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,200,1886,1953,12,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Ecrehos & Minquiers",1,1
"60",204,475,"Ecrehos & Minquiers",20374,1898,200220,20401,77,0,0,0,0,1,1,1,1,4205,220,200,6,0,3,0,71500,NA,0,0,0,0,0,372,0,0,4.01,1,1,0,0,395,200220,5,"RIVALRY","PROTO",NA,1,3,0.1574313,0.0821318,1.91681297621628,7,8,1,77,NA,"UKG",200,18,9,1898,4,11,1898,1,1,1,NA,0,0,7,3,1,NA,"FRN",220,0,0,0,NA,0,0,7,3,1,2,220,200,1886,1953,12,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Ecrehos & Minquiers",1,1
"61",206,413,"Gibraltar",3249,1829,200230,20601,NA,0,0,0,0,1,1,1,1,4335,230,200,NA,0,3,0,2034,2300,1,0,0,0,0,61,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.3230436,0.0337722,9.56537033418018,-2,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,230,200,1816,2001,NA,NA,7,2,4,3,4,3,2,1,3,0,0,1,0,0,0,0,"Gibraltar",1,1
"62",206,413,"Gibraltar",6723,1843,200230,20601,NA,0,0,0,0,1,1,1,1,4349,200,230,NA,0,3,0,2034,18000,1,0,0,0,0,91,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0270245,0.2985971,0.0905048977367831,-1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,230,200,1816,2001,NA,NA,7,2,4,3,4,3,2,1,3,0,0,1,0,0,0,0,"Gibraltar",1,1
"63",208,212,"Limburg",5780,1839,210211,20801,NA,0,0,0,0,0,0,0,0,14156,210,211,12,1,3,1,4408,176493,0,1,1,0,0,77,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,1,1,1,0.0297708,0.0146699,2.02937988670679,-4,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,210,211,1830,1839,13,0,11,3,5,6,6,5,2,3,2,2,0,1,0,0,0,0,"Limburg",1,1
"64",208,210,"Limburg",5779,1839,210211,20801,NA,0,0,0,0,0,0,0,0,14157,210,211,4,1,3,1,2416,171572,0,1,1,0,0,76,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,1,1,1,0.0297708,0.0146699,2.02937988670679,-4,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,210,211,1830,1839,13,0,11,3,5,6,6,5,2,3,2,2,0,1,0,0,0,0,"Limburg",1,1
"65",212,210,"Elten & Tudderen",36586,1963,210260,21201,NA,0,0,0,0,0,0,0,0,14674,210,260,8,1,3,1,1,NA,0,1,1,0,0,727,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.03977,0.0065851,6.03939196063841,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,210,1955,1963,4,0,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Elten & Tudderen",1,1
"66",216,255,"Neutral Moresnet (Altenberg)",25659,1919,211255,21601,NA,0,0,0,1,1,1,1,1,15416,255,211,6,1,3,1,1000,61000,0,1,1,0,0,476,0,1,4.01,1,0,0,0,507,211255,8,"RIVALRY","ENDURING",NA,1,1,0.0090503,0.0768506,0.117764858049254,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,211,1841,1919,14,0,8,3,4,4,4,4,2,2,0,0,0,1,0,0,0,0,"Neutral Moresnet (Altenberg)",1,1
"67",218,515,"Eupen & Malmedy",26909,1924,211255,21802,NA,0,0,0,1,1,1,1,1,15421,255,211,10,0,6,0,54222,3000000,1,0,0,0,0,543,0,0,4.01,0,0,0,0,507,211255,8,"RIVALRY","ENDURING",NA,1,1,0.0151218,0.0796366,0.189885052852583,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,211,1919,1940,7,1,11,3,6,5,6,5,3,2,0,0,0,1,0,0,0,0,"Eupen & Malmedy",1,1
"68",224,255,"Alsace-Lorraine",25667,1919,220255,22402,NA,0,0,0,0,1,1,1,1,16794,255,220,6,1,3,1,14514,1874014,0,1,1,0,0,482,0,1,4.01,1,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.0613224,0.0768506,0.797943021915248,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"69",224,256,"Alsace-Lorraine",25670,1919,220255,22402,NA,0,0,0,0,1,1,1,1,16791,255,220,6,0,3,1,1945,657870,1,1,1,0,0,481,0,1,4.01,1,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.0613224,0.0768506,0.797943021915248,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"70",224,480,"Alsace-Lorraine",25666,1919,220255,22402,NA,0,0,0,0,1,1,1,1,16793,255,220,6,0,3,0,259000,NA,0,0,0,0,0,480,0,1,4.01,1,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.0613224,0.0768506,0.797943021915248,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"71",224,461,"Alsace-Lorraine",25668,1919,220255,22402,NA,0,0,0,0,1,1,1,1,16792,255,220,5,0,6,0,56600,500000,1,0,0,0,0,478,0,0,4.01,0,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.0613224,0.0768506,0.797943021915248,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"72",224,471,"Alsace-Lorraine",25669,1919,220255,22402,NA,0,0,0,0,1,1,1,1,16795,255,220,5,0,6,0,432012,1500000,1,0,0,0,0,479,0,0,4.01,0,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.0613224,0.0768506,0.797943021915248,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"73",224,220,"Alsace-Lorraine",13734,1871,220255,22401,NA,0,0,0,0,0,1,1,1,16743,220,255,12,1,3,1,14452,1549459,0,1,1,0,0,206,0,1,4.01,1,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.1198476,0.1373235,0.872739188849687,-4,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,220,1870,1871,7,1,12,3,6,6,6,6,3,3,2,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"74",224,470,"Alsace-Lorraine",23679,1911,220255,22402,315,0,0,0,0,1,1,1,1,16783,220,255,11,0,3,0,259000,1000000,0,0,0,0,0,435,0,0,4.01,1,1,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.1373184,0.0713195,1.92539768226081,2,8,0,315,NA,"GMY",255,1,7,1911,11,10,1911,1,1,1,NA,0,0,7,3,1,NA,"FRN",220,0,0,0,NA,0,0,0,1,1,2,220,255,1875,1919,14,1,12,3,6,6,6,6,3,3,1,1,1,1,0,0,0,0,"Alsace-Lorraine",1,1
"75",226,256,"Saar (Sarre)",29647,1935,220255,22605,NA,0,0,0,0,0,0,0,0,16811,220,255,3,1,5,1,1912,812030,1,0,1,0,0,569,0,0,4.01,0,0,0,0,10531,220255,20,"RIVALRY","ENDURING",1,1,1,0.1025872,0.0518318,1.97923282618007,-9,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,220,1920,1935,10,0,11,3,6,5,6,5,3,2,0,0,0,1,0,0,0,0,"Prussian Rheinprovinz",0,0
"76",226,256,"Saar (Sarre)",35107,1957,220260,22606,NA,0,0,0,0,0,0,0,0,17029,220,260,1,1,3,1,2567,992000,1,0,1,0,0,677,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0372537,0.0327303,1.13820221629499,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,220,1955,1957,10,0,11,3,6,5,6,5,3,2,0,0,0,1,0,0,0,0,"Prussian Rheinprovinz",0,0
"77",230,325,"Savoy & Nice",11007,1860,220325,23001,NA,0,0,0,0,0,0,0,0,17128,325,220,3,1,3,1,14778,NA,0,1,1,0,0,142,0,0,4.01,1,1,0,0,541,220325,4,"RIVALRY","PROTO",NA,1,1,0.1220797,0.0286275,4.2644205746223,-8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,325,1848,1860,4,0,10,3,5,5,4,6,3,3,0,0,0,1,0,0,0,0,"Savoy & Nice",1,1
"78",234,325,"Val d'Aosta-Briga-Tenda",32626,1947,220325,23401,NA,0,0,0,0,0,0,0,0,17215,325,220,2,1,3,1,1,NA,0,1,1,0,0,612,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0349788,0.0182076,1.92110986620971,10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,325,1945,1947,14,0,11,3,5,6,6,6,2,3,0,0,0,1,0,0,0,0,"Val d'Aosta-Briga-Tenda",1,1
"79",250,565,"Heligoland (Helgoland)",18390,1890,200255,25001,NA,0,0,0,0,1,1,1,1,4788,200,255,NA,0,3,0,18200,NA,0,0,0,0,0,330,0,0,4.01,1,1,0,0,410,200255,7,"RIVALRY","ENDURING",NA,1,5,0.1259585,0.1794749,0.701816800009361,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,200,1884,1890,4,0,8,3,4,4,4,5,2,2,0,0,0,1,0,0,0,0,"Heligoland (Helgoland)",1,1
"80",250,501,"Heligoland (Helgoland)",18392,1890,200255,25001,NA,0,0,0,0,1,1,1,1,4789,255,200,7,0,3,0,3120,NA,0,0,0,0,0,325,0,0,4.01,1,1,0,0,410,200255,7,"RIVALRY","ENDURING",NA,1,5,0.1794749,0.1259585,1.4248732717522,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,200,1884,1890,4,0,8,3,4,4,4,5,2,2,0,0,0,1,0,0,0,0,"Heligoland (Helgoland)",1,1
"81",250,2249,"Heligoland (Helgoland)",18391,1890,200255,25001,NA,0,0,0,0,1,1,1,1,4790,200,255,7,1,3,1,2,2001,1,0,0,0,0,329,0,0,4.01,1,1,0,0,410,200255,7,"RIVALRY","ENDURING",NA,1,5,0.1259585,0.1794749,0.701816800009361,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,200,1884,1890,4,0,8,3,4,4,4,5,2,2,0,0,0,1,0,0,0,0,"Heligoland (Helgoland)",1,1
"82",252,390,"Schleswig-Holstein",12047,1864,255390,25201,NA,0,0,0,0,0,0,0,0,26546,390,255,10,1,3,0,1046,50147,0,1,1,0,0,163,0,1,4.01,1,0,0,0,705,255390,1,"ISOLATED","ISOLATED",NA,0,4,0.0567315,0.0030963,18.3223524852243,-7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,390,1864,1864,7,1,11,3,5,6,6,6,2,3,1,1,1,0,0,0,0,0,"Schleswig-Holstein",1,1
"83",252,255,"North Schleswig (Nord Slesvig)",25971,1920,255390,25203,NA,0,0,0,1,0,0,0,0,26603,255,390,2,1,3,1,3800,160000,0,1,1,0,0,517,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0022685,0.0720215,0.0314975389293475,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,390,255,1919,1920,10,0,10,3,5,5,4,6,3,3,0,0,0,1,0,0,0,0,"Schleswig-Holstein",0,0
"84",252,300,"Schleswig-Holstein",12539,1866,255300,25202,NA,0,0,0,0,0,0,0,0,25568,300,255,8,1,1,1,8537,544419,0,1,0,0,0,171,0,1,4.01,0,0,0,0,674,255300,1,"ISOLATED","ISOLATED",NA,0,1,0.0658419,0.0572548,1.14998043832133,-7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,300,1864,1866,4,0,10,3,6,4,6,4,3,1,1,1,1,1,0,0,0,0,"Schleswig-Holstein",1,1
"85",252,390,"Schleswig-Holstein",12048,1864,255390,25201,NA,0,0,0,0,0,0,0,0,26547,390,255,6,1,3,1,9194,409907,0,1,1,0,0,164,0,1,4.01,1,0,0,0,705,255390,1,"ISOLATED","ISOLATED",NA,0,4,0.0567315,0.0030963,18.3223524852243,-7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,255,390,1864,1864,7,1,11,3,5,6,6,6,2,3,1,1,1,0,0,0,0,0,"Schleswig-Holstein",1,1
"86",258,300,"Lombardy-Venetia",10826,1859,300325,25801,115,0,0,0,0,1,1,1,1,30268,300,325,11,1,3,1,21595,3009505,0,1,1,0,0,137,0,1,4.01,1,0,0,0,773,300325,5,"RIVALRY","PROTO",NA,1,1,0.0147915,0.0822447,0.179847455215959,NA,NA,NA,115,NA,"AUH",300,29,1,1859,12,7,1859,1,0,0,NA,6,NA,20,5,1,NA,"ITA",325,0,1,1,NA,6,NA,20,5,1,2,325,300,1848,1866,7,1,9,3,5,4,6,4,2,1,3,3,3,1,0,0,0,0,"Lombardy-Venetia",1,1
"87",258,300,"Lombardy-Venetia",12563,1866,300325,25801,NA,0,0,0,0,1,1,1,1,30275,300,325,7,1,3,1,25145,2458989,0,1,1,0,0,176,0,1,4.01,1,0,0,0,773,300325,5,"RIVALRY","PROTO",NA,1,1,0.050007,0.0572548,0.873411486897169,-4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,300,1848,1866,7,1,9,3,5,4,6,4,2,1,3,3,3,1,0,0,0,0,"Lombardy-Venetia",1,1
"88",274,380,"Aland (Aaland) Islands",26288,1921,375380,27402,NA,0,0,0,0,0,0,0,0,39753,380,375,6,1,3,1,1422,27123,0,1,1,0,0,533,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.001577,0.0042625,0.369970674486804,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,380,375,1918,1921,12,0,12,3,6,6,6,6,3,3,0,0,0,1,0,0,0,0,"Aland (Aaland) Islands",1,1
"89",278,375,"Karelia & Petsamo",32732,1947,365375,27805,NA,0,0,0,0,0,0,0,0,38012,375,365,2,1,3,1,44104,450000,0,1,1,0,0,619,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.1452174,0.0017503,82.9671484888305,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,375,365,1945,1947,14,0,11,3,6,5,6,5,3,2,0,0,0,1,0,0,0,0,"Karelia & Petsamo",1,1
